item_id,definition,language,form,type,category,lexical_category,lexical_class,uni_lemma,complexity_category,num_item_id
item_66,tractor,English (American),WS,word,vehicles,nouns,nouns,tractor,,66
item_67,train,English (American),WS,word,vehicles,nouns,nouns,train,,67
item_68,tricycle,English (American),WS,word,vehicles,nouns,nouns,tricycle,,68
item_69,truck,English (American),WS,word,vehicles,nouns,nouns,truck,,69
item_70,ball,English (American),WS,word,toys,nouns,nouns,ball,,70
item_71,balloon,English (American),WS,word,toys,nouns,nouns,balloon,,71
item_72,bat,English (American),WS,word,toys,nouns,nouns,bat,,72
item_73,block,English (American),WS,word,toys,nouns,nouns,block,,73
item_74,book,English (American),WS,word,toys,nouns,nouns,book,,74
item_75,bubbles,English (American),WS,word,toys,nouns,nouns,bubbles,,75
item_76,chalk,English (American),WS,word,toys,nouns,nouns,chalk,,76
item_77,crayon,English (American),WS,word,toys,nouns,nouns,crayon,,77
item_78,doll,English (American),WS,word,toys,nouns,nouns,doll,,78
item_79,game,English (American),WS,word,toys,nouns,nouns,game,,79
item_80,glue,English (American),WS,word,toys,nouns,nouns,glue,,80
item_81,pen,English (American),WS,word,toys,nouns,nouns,pen,,81
item_82,pencil,English (American),WS,word,toys,nouns,nouns,pencil,,82
item_83,play dough,English (American),WS,word,toys,nouns,nouns,play dough,,83
item_84,present,English (American),WS,word,toys,nouns,nouns,present,,84
item_85,puzzle,English (American),WS,word,toys,nouns,nouns,puzzle,,85
item_86,story,English (American),WS,word,toys,nouns,nouns,story,,86
item_87,toy (object),English (American),WS,word,toys,nouns,nouns,toy (object),,87
item_88,apple,English (American),WS,word,food_drink,nouns,nouns,apple,,88
item_89,applesauce,English (American),WS,word,food_drink,nouns,nouns,applesauce,,89
item_90,banana,English (American),WS,word,food_drink,nouns,nouns,banana,,90
item_91,beans,English (American),WS,word,food_drink,nouns,nouns,beans,,91
item_92,bread,English (American),WS,word,food_drink,nouns,nouns,bread,,92
item_93,butter,English (American),WS,word,food_drink,nouns,nouns,butter,,93
item_94,cake,English (American),WS,word,food_drink,nouns,nouns,cake,,94
item_95,candy,English (American),WS,word,food_drink,nouns,nouns,candy,,95
item_96,carrots,English (American),WS,word,food_drink,nouns,nouns,carrots,,96
item_97,cereal,English (American),WS,word,food_drink,nouns,nouns,cereal,,97
item_98,cheerios,English (American),WS,word,food_drink,nouns,nouns,cheerios,,98
item_99,cheese,English (American),WS,word,food_drink,nouns,nouns,cheese,,99
item_100,chicken (food),English (American),WS,word,food_drink,nouns,nouns,chicken (food),,100
item_101,chocolate,English (American),WS,word,food_drink,nouns,nouns,chocolate,,101
item_102,coffee,English (American),WS,word,food_drink,nouns,nouns,coffee,,102
item_103,coke,English (American),WS,word,food_drink,nouns,nouns,coke,,103
item_104,cookie,English (American),WS,word,food_drink,nouns,nouns,cookie,,104
item_105,corn,English (American),WS,word,food_drink,nouns,nouns,corn,,105
item_106,cracker,English (American),WS,word,food_drink,nouns,nouns,cracker,,106
item_107,donut,English (American),WS,word,food_drink,nouns,nouns,donut,,107
item_108,drink (beverage),English (American),WS,word,food_drink,nouns,nouns,drink (beverage),,108
item_109,egg,English (American),WS,word,food_drink,nouns,nouns,egg,,109
item_110,fish (food),English (American),WS,word,food_drink,nouns,nouns,fish (food),,110
item_111,food,English (American),WS,word,food_drink,nouns,nouns,food,,111
item_112,french fries,English (American),WS,word,food_drink,nouns,nouns,french fries,,112
item_113,grapes,English (American),WS,word,food_drink,nouns,nouns,grapes,,113
item_114,green beans,English (American),WS,word,food_drink,nouns,nouns,green beans,,114
item_115,gum,English (American),WS,word,food_drink,nouns,nouns,gum,,115
item_116,hamburger,English (American),WS,word,food_drink,nouns,nouns,hamburger,,116
item_117,ice,English (American),WS,word,food_drink,nouns,nouns,ice,,117
item_118,ice cream,English (American),WS,word,food_drink,nouns,nouns,ice cream,,118
item_119,jello,English (American),WS,word,food_drink,nouns,nouns,jello,,119
item_120,jelly,English (American),WS,word,food_drink,nouns,nouns,jelly,,120
item_121,juice,English (American),WS,word,food_drink,nouns,nouns,juice,,121
item_122,lollipop,English (American),WS,word,food_drink,nouns,nouns,lollipop,,122
item_123,meat,English (American),WS,word,food_drink,nouns,nouns,meat,,123
item_124,melon,English (American),WS,word,food_drink,nouns,nouns,melon,,124
item_125,milk,English (American),WS,word,food_drink,nouns,nouns,milk,,125
item_126,muffin,English (American),WS,word,food_drink,nouns,nouns,muffin,,126
item_127,noodles,English (American),WS,word,food_drink,nouns,nouns,pasta,,127
item_128,nuts,English (American),WS,word,food_drink,nouns,nouns,nuts,,128
item_129,orange (food),English (American),WS,word,food_drink,nouns,nouns,orange (food),,129
item_130,pancake,English (American),WS,word,food_drink,nouns,nouns,pancake,,130
item_131,peas,English (American),WS,word,food_drink,nouns,nouns,peas,,131
item_132,peanut butter,English (American),WS,word,food_drink,nouns,nouns,peanut butter,,132
item_133,pickle,English (American),WS,word,food_drink,nouns,nouns,pickle,,133
item_134,pizza,English (American),WS,word,food_drink,nouns,nouns,pizza,,134
item_135,popcorn,English (American),WS,word,food_drink,nouns,nouns,popcorn,,135
item_136,popsicle,English (American),WS,word,food_drink,nouns,nouns,popsicle,,136
item_137,potato chip,English (American),WS,word,food_drink,nouns,nouns,chips,,137
item_138,potato,English (American),WS,word,food_drink,nouns,nouns,potato,,138
item_139,pretzel,English (American),WS,word,food_drink,nouns,nouns,pretzel,,139
item_140,pudding,English (American),WS,word,food_drink,nouns,nouns,pudding,,140
item_141,pumpkin,English (American),WS,word,food_drink,nouns,nouns,pumpkin,,141
item_142,raisin,English (American),WS,word,food_drink,nouns,nouns,raisin,,142
item_143,salt,English (American),WS,word,food_drink,nouns,nouns,salt,,143
item_144,sandwich,English (American),WS,word,food_drink,nouns,nouns,sandwich,,144
item_145,sauce,English (American),WS,word,food_drink,nouns,nouns,sauce,,145
item_146,soda/pop,English (American),WS,word,food_drink,nouns,nouns,soda,,146
item_147,soup,English (American),WS,word,food_drink,nouns,nouns,soup,,147
item_148,spaghetti,English (American),WS,word,food_drink,nouns,nouns,pasta,,148
item_149,strawberry,English (American),WS,word,food_drink,nouns,nouns,strawberry,,149
item_150,toast,English (American),WS,word,food_drink,nouns,nouns,toast,,150
item_151,tuna,English (American),WS,word,food_drink,nouns,nouns,tuna,,151
item_152,vanilla,English (American),WS,word,food_drink,nouns,nouns,vanilla,,152
item_153,vitamins,English (American),WS,word,food_drink,nouns,nouns,vitamins,,153
item_154,water (beverage),English (American),WS,word,food_drink,nouns,nouns,water (beverage),,154
item_155,yogurt,English (American),WS,word,food_drink,nouns,nouns,yogurt,,155
item_156,beads,English (American),WS,word,clothing,nouns,nouns,beads,,156
item_157,belt,English (American),WS,word,clothing,nouns,nouns,belt,,157
item_158,bib,English (American),WS,word,clothing,nouns,nouns,bib,,158
item_159,boots,English (American),WS,word,clothing,nouns,nouns,boots,,159
item_160,button,English (American),WS,word,clothing,nouns,nouns,button,,160
item_161,coat,English (American),WS,word,clothing,nouns,nouns,coat,,161
item_162,diaper,English (American),WS,word,clothing,nouns,nouns,diaper,,162
item_163,dress (object),English (American),WS,word,clothing,nouns,nouns,dress (object),,163
item_164,gloves,English (American),WS,word,clothing,nouns,nouns,gloves,,164
item_165,hat,English (American),WS,word,clothing,nouns,nouns,hat,,165
item_166,jacket,English (American),WS,word,clothing,nouns,nouns,jacket,,166
item_167,jeans,English (American),WS,word,clothing,nouns,nouns,jeans,,167
item_168,mittens,English (American),WS,word,clothing,nouns,nouns,mittens,,168
item_169,necklace,English (American),WS,word,clothing,nouns,nouns,necklace,,169
item_170,pajamas,English (American),WS,word,clothing,nouns,nouns,pajamas,,170
item_171,pants,English (American),WS,word,clothing,nouns,nouns,pants,,171
item_172,scarf,English (American),WS,word,clothing,nouns,nouns,scarf,,172
item_173,shirt,English (American),WS,word,clothing,nouns,nouns,shirt,,173
item_174,shoe,English (American),WS,word,clothing,nouns,nouns,shoe,,174
item_175,shorts,English (American),WS,word,clothing,nouns,nouns,shorts,,175
item_176,slipper,English (American),WS,word,clothing,nouns,nouns,slipper,,176
item_177,sneaker,English (American),WS,word,clothing,nouns,nouns,sneaker,,177
item_178,snowsuit,English (American),WS,word,clothing,nouns,nouns,snowsuit,,178
item_179,sock,English (American),WS,word,clothing,nouns,nouns,sock,,179
item_180,sweater,English (American),WS,word,clothing,nouns,nouns,sweater,,180
item_181,tights,English (American),WS,word,clothing,nouns,nouns,tights,,181
item_182,underpants,English (American),WS,word,clothing,nouns,nouns,underpants,,182
item_183,zipper,English (American),WS,word,clothing,nouns,nouns,zipper,,183
item_184,ankle,English (American),WS,word,body_parts,nouns,nouns,ankle,,184
item_185,arm,English (American),WS,word,body_parts,nouns,nouns,arm,,185
item_186,belly button,English (American),WS,word,body_parts,nouns,nouns,belly button,,186
item_187,buttocks/bottom*,English (American),WS,word,body_parts,nouns,nouns,butt,,187
item_188,cheek,English (American),WS,word,body_parts,nouns,nouns,cheek,,188
item_189,chin,English (American),WS,word,body_parts,nouns,nouns,chin,,189
item_190,ear,English (American),WS,word,body_parts,nouns,nouns,ear,,190
item_191,eye,English (American),WS,word,body_parts,nouns,nouns,eye,,191
item_192,face,English (American),WS,word,body_parts,nouns,nouns,face,,192
item_193,finger,English (American),WS,word,body_parts,nouns,nouns,finger,,193
item_194,foot,English (American),WS,word,body_parts,nouns,nouns,foot,,194
item_195,hair,English (American),WS,word,body_parts,nouns,nouns,hair,,195
item_196,hand,English (American),WS,word,body_parts,nouns,nouns,hand,,196
item_197,head,English (American),WS,word,body_parts,nouns,nouns,head,,197
item_198,knee,English (American),WS,word,body_parts,nouns,nouns,knee,,198
item_199,leg,English (American),WS,word,body_parts,nouns,nouns,leg,,199
item_200,lips,English (American),WS,word,body_parts,nouns,nouns,lips,,200
item_201,mouth,English (American),WS,word,body_parts,nouns,nouns,mouth,,201
item_202,nose,English (American),WS,word,body_parts,nouns,nouns,nose,,202
item_203,owie/boo boo,English (American),WS,word,body_parts,nouns,nouns,owie,,203
item_204,penis*,English (American),WS,word,body_parts,nouns,nouns,penis,,204
item_205,shoulder,English (American),WS,word,body_parts,nouns,nouns,shoulder,,205
item_206,toe,English (American),WS,word,body_parts,nouns,nouns,toe,,206
item_207,tongue,English (American),WS,word,body_parts,nouns,nouns,tongue,,207
item_208,tooth,English (American),WS,word,body_parts,nouns,nouns,tooth,,208
item_209,tummy,English (American),WS,word,body_parts,nouns,nouns,tummy,,209
item_210,vagina*,English (American),WS,word,body_parts,nouns,nouns,vagina,,210
item_211,basket,English (American),WS,word,household,nouns,nouns,basket,,211
item_212,blanket,English (American),WS,word,household,nouns,nouns,blanket,,212
item_213,bottle,English (American),WS,word,household,nouns,nouns,bottle,,213
item_214,bowl,English (American),WS,word,household,nouns,nouns,bowl,,214
item_215,box,English (American),WS,word,household,nouns,nouns,box,,215
item_216,broom,English (American),WS,word,household,nouns,nouns,broom,,216
item_217,brush,English (American),WS,word,household,nouns,nouns,brush (object),,217
item_218,bucket,English (American),WS,word,household,nouns,nouns,bucket,,218
item_219,camera,English (American),WS,word,household,nouns,nouns,camera,,219
item_220,can (object),English (American),WS,word,household,nouns,nouns,can (object),,220
item_221,clock,English (American),WS,word,household,nouns,nouns,clock,,221
item_222,comb,English (American),WS,word,household,nouns,nouns,comb (object),,222
item_223,cup,English (American),WS,word,household,nouns,nouns,cup,,223
item_224,dish,English (American),WS,word,household,nouns,nouns,dish,,224
item_225,fork,English (American),WS,word,household,nouns,nouns,fork,,225
item_226,garbage,English (American),WS,word,household,nouns,nouns,garbage,,226
item_227,glass,English (American),WS,word,household,nouns,nouns,glass,,227
item_228,glasses,English (American),WS,word,household,nouns,nouns,glasses,,228
item_229,hammer,English (American),WS,word,household,nouns,nouns,hammer,,229
item_230,jar,English (American),WS,word,household,nouns,nouns,jar,,230
item_231,keys,English (American),WS,word,household,nouns,nouns,keys,,231
item_232,knife,English (American),WS,word,household,nouns,nouns,knife,,232
item_233,lamp,English (American),WS,word,household,nouns,nouns,lamp,,233
item_234,light,English (American),WS,word,household,nouns,nouns,light (object),,234
item_235,medicine,English (American),WS,word,household,nouns,nouns,medicine,,235
item_236,money,English (American),WS,word,household,nouns,nouns,money,,236
item_237,mop,English (American),WS,word,household,nouns,nouns,mop,,237
item_238,nail,English (American),WS,word,household,nouns,nouns,nail (object),,238
item_239,napkin,English (American),WS,word,household,nouns,nouns,napkin,,239
item_240,paper,English (American),WS,word,household,nouns,nouns,paper,,240
item_241,penny,English (American),WS,word,household,nouns,nouns,penny,,241
item_242,picture,English (American),WS,word,household,nouns,nouns,picture,,242
item_243,pillow,English (American),WS,word,household,nouns,nouns,pillow,,243
item_244,plant,English (American),WS,word,household,nouns,nouns,plant,,244
item_245,plate,English (American),WS,word,household,nouns,nouns,plate,,245
item_246,purse,English (American),WS,word,household,nouns,nouns,purse,,246
item_247,radio,English (American),WS,word,household,nouns,nouns,radio,,247
item_248,scissors,English (American),WS,word,household,nouns,nouns,scissors,,248
item_249,soap,English (American),WS,word,household,nouns,nouns,soap,,249
item_250,spoon,English (American),WS,word,household,nouns,nouns,spoon,,250
item_251,tape,English (American),WS,word,household,nouns,nouns,tape,,251
item_252,telephone,English (American),WS,word,household,nouns,nouns,telephone,,252
item_253,tissue/kleenex,English (American),WS,word,household,nouns,nouns,tissue,,253
item_254,toothbrush,English (American),WS,word,household,nouns,nouns,toothbrush,,254
item_255,towel,English (American),WS,word,household,nouns,nouns,towel,,255
item_256,trash,English (American),WS,word,household,nouns,nouns,trash,,256
item_257,tray,English (American),WS,word,household,nouns,nouns,tray,,257
item_258,vacuum,English (American),WS,word,household,nouns,nouns,vacuum,,258
item_259,walker,English (American),WS,word,household,nouns,nouns,walker,,259
item_260,watch (object),English (American),WS,word,household,nouns,nouns,watch (object),,260
item_261,basement,English (American),WS,word,furniture_rooms,nouns,nouns,basement,,261
item_262,bathroom,English (American),WS,word,furniture_rooms,nouns,nouns,bathroom,,262
item_263,bathtub,English (American),WS,word,furniture_rooms,nouns,nouns,bathtub,,263
item_264,bed,English (American),WS,word,furniture_rooms,nouns,nouns,bed,,264
item_265,bedroom,English (American),WS,word,furniture_rooms,nouns,nouns,bedroom,,265
item_266,bench,English (American),WS,word,furniture_rooms,nouns,nouns,bench,,266
item_267,chair,English (American),WS,word,furniture_rooms,nouns,nouns,chair,,267
item_268,closet,English (American),WS,word,furniture_rooms,nouns,nouns,closet,,268
item_269,couch,English (American),WS,word,furniture_rooms,nouns,nouns,couch,,269
item_270,crib,English (American),WS,word,furniture_rooms,nouns,nouns,crib,,270
item_271,door,English (American),WS,word,furniture_rooms,nouns,nouns,door,,271
item_272,drawer,English (American),WS,word,furniture_rooms,nouns,nouns,drawer,,272
item_273,dryer,English (American),WS,word,furniture_rooms,nouns,nouns,dryer,,273
item_274,garage,English (American),WS,word,furniture_rooms,nouns,nouns,garage,,274
item_275,high chair,English (American),WS,word,furniture_rooms,nouns,nouns,high chair,,275
item_276,kitchen,English (American),WS,word,furniture_rooms,nouns,nouns,kitchen,,276
item_277,living room,English (American),WS,word,furniture_rooms,nouns,nouns,living room,,277
item_278,oven,English (American),WS,word,furniture_rooms,nouns,nouns,oven,,278
item_279,play pen,English (American),WS,word,furniture_rooms,nouns,nouns,play pen,,279
item_280,porch,English (American),WS,word,furniture_rooms,nouns,nouns,porch,,280
item_281,potty,English (American),WS,word,furniture_rooms,nouns,nouns,potty,,281
item_282,rocking chair,English (American),WS,word,furniture_rooms,nouns,nouns,rocking chair,,282
item_283,refrigerator,English (American),WS,word,furniture_rooms,nouns,nouns,refrigerator,,283
item_284,room,English (American),WS,word,furniture_rooms,nouns,nouns,room,,284
item_285,shower,English (American),WS,word,furniture_rooms,nouns,nouns,shower,,285
item_286,sink,English (American),WS,word,furniture_rooms,nouns,nouns,sink,,286
item_287,sofa,English (American),WS,word,furniture_rooms,nouns,nouns,sofa,,287
item_288,stairs,English (American),WS,word,furniture_rooms,nouns,nouns,stairs,,288
item_289,stove,English (American),WS,word,furniture_rooms,nouns,nouns,stove,,289
item_290,table,English (American),WS,word,furniture_rooms,nouns,nouns,table,,290
item_291,TV,English (American),WS,word,furniture_rooms,nouns,nouns,tv,,291
item_292,window,English (American),WS,word,furniture_rooms,nouns,nouns,window,,292
item_293,washing machine,English (American),WS,word,furniture_rooms,nouns,nouns,washing machine,,293
item_294,backyard,English (American),WS,word,outside,nouns,nouns,yard,,294
item_295,cloud,English (American),WS,word,outside,nouns,nouns,cloud,,295
item_296,flag,English (American),WS,word,outside,nouns,nouns,flag,,296
item_297,flower,English (American),WS,word,outside,nouns,nouns,flower,,297
item_298,garden,English (American),WS,word,outside,nouns,nouns,garden,,298
item_299,grass,English (American),WS,word,outside,nouns,nouns,grass,,299
item_300,hose,English (American),WS,word,outside,nouns,nouns,hose,,300
item_301,ladder,English (American),WS,word,outside,nouns,nouns,ladder,,301
item_302,lawn mower,English (American),WS,word,outside,nouns,nouns,lawn mower,,302
item_303,moon,English (American),WS,word,outside,nouns,nouns,moon,,303
item_304,pool,English (American),WS,word,outside,nouns,nouns,pool,,304
item_305,rain,English (American),WS,word,outside,nouns,nouns,rain,,305
item_306,rock,English (American),WS,word,outside,nouns,nouns,rock (object),,306
item_307,roof,English (American),WS,word,outside,nouns,nouns,roof,,307
item_308,sandbox,English (American),WS,word,outside,nouns,nouns,sandbox,,308
item_309,shovel,English (American),WS,word,outside,nouns,nouns,shovel,,309
item_310,sidewalk,English (American),WS,word,outside,nouns,nouns,sidewalk,,310
item_311,sky,English (American),WS,word,outside,nouns,nouns,sky,,311
item_312,slide (object),English (American),WS,word,outside,nouns,nouns,slide (object),,312
item_313,snow,English (American),WS,word,outside,nouns,nouns,snow,,313
item_314,snowman,English (American),WS,word,outside,nouns,nouns,snowman,,314
item_315,sprinkler,English (American),WS,word,outside,nouns,nouns,sprinkler,,315
item_316,star,English (American),WS,word,outside,nouns,nouns,star,,316
item_317,stick,English (American),WS,word,outside,nouns,nouns,stick,,317
item_318,stone,English (American),WS,word,outside,nouns,nouns,stone,,318
item_319,street,English (American),WS,word,outside,nouns,nouns,street,,319
item_320,sun,English (American),WS,word,outside,nouns,nouns,sun,,320
item_321,swing (object),English (American),WS,word,outside,nouns,nouns,swing (object),,321
item_322,tree,English (American),WS,word,outside,nouns,nouns,tree,,322
item_323,water (not beverage),English (American),WS,word,outside,nouns,nouns,water (not beverage),,323
item_324,wind,English (American),WS,word,outside,nouns,nouns,wind,,324
item_325,beach,English (American),WS,word,places,other,other,beach,,325
item_326,camping,English (American),WS,word,places,other,other,camping,,326
item_327,church*,English (American),WS,word,places,other,other,church,,327
item_328,circus,English (American),WS,word,places,other,other,circus,,328
item_329,country,English (American),WS,word,places,other,other,country,,329
item_330,downtown,English (American),WS,word,places,other,other,downtown,,330
item_331,farm,English (American),WS,word,places,other,other,farm,,331
item_332,gas station,English (American),WS,word,places,other,other,gas station,,332
item_333,home,English (American),WS,word,places,other,other,home,,333
item_334,house,English (American),WS,word,places,other,other,house,,334
item_335,movie,English (American),WS,word,places,other,other,movie,,335
item_336,outside,English (American),WS,word,places,other,other,outside,,336
item_337,park,English (American),WS,word,places,other,other,park,,337
item_338,party,English (American),WS,word,places,other,other,party,,338
item_339,picnic,English (American),WS,word,places,other,other,picnic,,339
item_340,playground,English (American),WS,word,places,other,other,playground,,340
item_341,school,English (American),WS,word,places,other,other,school,,341
item_342,store,English (American),WS,word,places,other,other,store,,342
item_343,woods,English (American),WS,word,places,other,other,woods,,343
item_344,work (place),English (American),WS,word,places,other,other,work (place),,344
item_345,yard,English (American),WS,word,places,other,other,yard,,345
item_346,zoo,English (American),WS,word,places,other,other,zoo,,346
item_347,aunt,English (American),WS,word,people,other,other,aunt,,347
item_348,baby,English (American),WS,word,people,other,other,baby,,348
item_349,babysitter,English (American),WS,word,people,other,other,babysitter,,349
item_350,babysitter's name,English (American),WS,word,people,other,other,babysitter's name,,350
item_351,boy,English (American),WS,word,people,other,other,boy,,351
item_352,brother,English (American),WS,word,people,other,other,brother,,352
item_353,child,English (American),WS,word,people,other,other,child,,353
item_354,clown,English (American),WS,word,people,other,other,clown,,354
item_355,cowboy,English (American),WS,word,people,other,other,cowboy,,355
item_356,daddy*,English (American),WS,word,people,other,other,daddy,,356
item_357,doctor,English (American),WS,word,people,other,other,doctor,,357
item_358,fireman,English (American),WS,word,people,other,other,firefighter,,358
item_359,friend,English (American),WS,word,people,other,other,friend,,359
item_360,girl,English (American),WS,word,people,other,other,girl,,360
item_361,grandma*,English (American),WS,word,people,other,other,grandma,,361
item_362,grandpa*,English (American),WS,word,people,other,other,grandpa,,362
item_363,lady,English (American),WS,word,people,other,other,lady,,363
item_364,mailman,English (American),WS,word,people,other,other,mailman,,364
item_365,man,English (American),WS,word,people,other,other,man,,365
item_366,mommy*,English (American),WS,word,people,other,other,mommy,,366
item_367,nurse,English (American),WS,word,people,other,other,nurse,,367
item_368,child's own name,English (American),WS,word,people,other,other,child's own name,,368
item_369,people,English (American),WS,word,people,other,other,people,,369
item_370,person,English (American),WS,word,people,other,other,person,,370
item_371,pet's name,English (American),WS,word,people,other,other,pet's name,,371
item_372,police,English (American),WS,word,people,other,other,police,,372
item_373,sister,English (American),WS,word,people,other,other,sister,,373
item_374,teacher,English (American),WS,word,people,other,other,teacher,,374
item_375,uncle,English (American),WS,word,people,other,other,uncle,,375
item_376,bath,English (American),WS,word,games_routines,other,other,bath,,376
item_377,breakfast,English (American),WS,word,games_routines,other,other,breakfast,,377
item_378,bye,English (American),WS,word,games_routines,other,other,bye,,378
item_379,call (on phone),English (American),WS,word,games_routines,other,other,call on phone,,379
item_380,dinner,English (American),WS,word,games_routines,other,other,dinner,,380
item_381,give me five!,English (American),WS,word,games_routines,other,other,give me five,,381
item_382,gonna get you!,English (American),WS,word,games_routines,other,other,gonna get you,,382
item_383,go potty,English (American),WS,word,games_routines,other,other,go potty,,383
item_384,hello,English (American),WS,word,games_routines,other,other,hello,,384
item_385,hi,English (American),WS,word,games_routines,other,other,hi,,385
item_386,lunch,English (American),WS,word,games_routines,other,other,lunch,,386
item_387,nap,English (American),WS,word,games_routines,other,other,nap,,387
item_388,night night,English (American),WS,word,games_routines,other,other,good night,,388
item_389,no,English (American),WS,word,games_routines,other,other,no,,389
item_390,pattycake,English (American),WS,word,games_routines,other,other,pattycake,,390
item_391,peekaboo,English (American),WS,word,games_routines,other,other,peekaboo,,391
item_392,please,English (American),WS,word,games_routines,other,other,please,,392
item_393,shh/shush/hush,English (American),WS,word,games_routines,other,other,shh,,393
item_394,shopping,English (American),WS,word,games_routines,other,other,shopping,,394
item_395,snack,English (American),WS,word,games_routines,other,other,snack,,395
item_396,so big!,English (American),WS,word,games_routines,other,other,so big,,396
item_397,thank you,English (American),WS,word,games_routines,other,other,thank you,,397
item_398,this little piggy,English (American),WS,word,games_routines,other,other,this little piggy,,398
item_399,turn around,English (American),WS,word,games_routines,other,other,turn around,,399
item_400,yes,English (American),WS,word,games_routines,other,other,yes,,400
item_401,bite,English (American),WS,word,action_words,predicates,verbs,bite,,401
item_402,blow,English (American),WS,word,action_words,predicates,verbs,blow,,402
item_403,break,English (American),WS,word,action_words,predicates,verbs,break,,403
